,Round,Fighter,KD,Sig. str.,Sig. str. %,Total str.,Td %,Td %,Sub. att,Rev.,Ctrl,Sig. str,Head,Body,Leg,Distance,Clinch,Ground,URL
3,2,Jamey-Lyn Horth,0,7 of 21,33%,23 of 40,1 of 1,100%,0,0,1:43,7 of 21,0 of 12,6 of 7,1 of 2,4 of 16,3 of 5,0 of 0,http://www.ufcstats.com/fight-details/d0ac2cc5c57c4e66
4,3,Veronica Hardy,0,13 of 31,41%,25 of 45,0 of 0,---,0,0,0:30,13 of 31,7 of 25,4 of 4,2 of 2,10 of 24,3 of 7,0 of 0,http://www.ufcstats.com/fight-details/d0ac2cc5c57c4e66
5,3,Jamey-Lyn Horth,0,20 of 32,62%,35 of 51,0 of 2,0%,0,0,2:16,20 of 32,11 of 20,8 of 11,1 of 1,7 of 13,13 of 19,0 of 0,http://www.ufcstats.com/fight-details/d0ac2cc5c57c4e66
0,1,Brendan Allen,0,14 of 19,73%,20 of 26,2 of 2,100%,1,0,2:49,14 of 19,9 of 14,2 of 2,3 of 3,6 of 9,1 of 2,7 of 8,http://www.ufcstats.com/fight-details/7990b6716a53b2cd
1,1,Paul Craig,0,3 of 8,37%,7 of 12,0 of 0,---,1,0,0:34,3 of 8,0 of 4,1 of 1,2 of 3,3 of 8,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/7990b6716a53b2cd
2,2,Brendan Allen,0,14 of 19,73%,28 of 33,0 of 0,---,0,0,4:47,14 of 19,14 of 19,0 of 0,0 of 0,2 of 3,0 of 0,12 of 16,http://www.ufcstats.com/fight-details/7990b6716a53b2cd
3,2,Paul Craig,0,1 of 3,33%,4 of 6,0 of 1,0%,0,0,0:00,1 of 3,1 of 3,0 of 0,0 of 0,1 of 2,0 of 0,0 of 1,http://www.ufcstats.com/fight-details/7990b6716a53b2cd
4,3,Brendan Allen,0,4 of 5,80%,4 of 5,0 of 0,---,1,0,0:22,4 of 5,3 of 4,1 of 1,0 of 0,4 of 5,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/7990b6716a53b2cd
5,3,Paul Craig,0,2 of 3,66%,2 of 3,0 of 1,0%,0,0,0:00,2 of 3,2 of 3,0 of 0,0 of 0,2 of 3,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/7990b6716a53b2cd
0,1,Michael Morales,0,26 of 73,35%,26 of 73,0 of 0,---,0,0,0:07,26 of 73,12 of 54,3 of 5,11 of 14,26 of 73,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/73ebbfb998edc1f1
1,1,Jake Matthews,0,14 of 40,35%,14 of 40,0 of 0,---,0,0,0:00,14 of 40,7 of 26,6 of 11,1 of 3,13 of 39,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/73ebbfb998edc1f1
2,2,Michael Morales,0,36 of 77,46%,36 of 77,0 of 0,---,0,0,0:00,36 of 77,20 of 58,7 of 10,9 of 9,32 of 68,4 of 9,0 of 0,http://www.ufcstats.com/fight-details/73ebbfb998edc1f1
3,2,Jake Matthews,0,18 of 46,39%,18 of 46,0 of 0,---,0,0,0:00,18 of 46,13 of 37,3 of 3,2 of 6,18 of 46,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/73ebbfb998edc1f1
4,3,Michael Morales,0,22 of 58,37%,22 of 58,0 of 1,0%,0,0,0:00,22 of 58,13 of 45,2 of 2,7 of 11,22 of 56,0 of 2,0 of 0,http://www.ufcstats.com/fight-details/73ebbfb998edc1f1
5,3,Jake Matthews,0,25 of 63,39%,25 of 63,0 of 1,0%,0,0,0:03,25 of 63,13 of 46,8 of 10,4 of 7,23 of 61,2 of 2,0 of 0,http://www.ufcstats.com/fight-details/73ebbfb998edc1f1
0,1,Chase Hooper,0,1 of 3,33%,13 of 18,0 of 0,---,1,0,0:57,1 of 3,1 of 3,0 of 0,0 of 0,0 of 2,0 of 0,1 of 1,http://www.ufcstats.com/fight-details/5be63144ac46f97e
1,1,Jordan Leavitt,0,3 of 4,75%,5 of 10,0 of 2,0%,0,1,0:59,3 of 4,2 of 3,1 of 1,0 of 0,0 of 0,1 of 1,2 of 3,http://www.ufcstats.com/fight-details/5be63144ac46f97e
0,1,Payton Talbott,0,1 of 2,50%,5 of 7,0 of 0,---,0,0,0:00,1 of 2,0 of 1,0 of 0,1 of 1,1 of 2,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/2ae243f518948794
1,1,Nick Aguirre,0,0 of 3,0%,13 of 20,1 of 4,25%,0,0,4:50,0 of 3,0 of 3,0 of 0,0 of 0,0 of 0,0 of 3,0 of 0,http://www.ufcstats.com/fight-details/2ae243f518948794
2,2,Payton Talbott,0,15 of 29,51%,39 of 57,0 of 0,---,0,0,3:00,15 of 29,14 of 27,1 of 2,0 of 0,5 of 12,0 of 0,10 of 17,http://www.ufcstats.com/fight-details/2ae243f518948794
3,2,Nick Aguirre,0,4 of 5,80%,4 of 5,1 of 4,25%,0,0,0:56,4 of 5,3 of 4,1 of 1,0 of 0,4 of 5,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/2ae243f518948794
4,3,Payton Talbott,0,12 of 22,54%,14 of 26,0 of 0,---,1,0,0:25,12 of 22,8 of 18,3 of 3,1 of 1,6 of 13,0 of 0,6 of 9,http://www.ufcstats.com/fight-details/2ae243f518948794
5,3,Nick Aguirre,0,1 of 4,25%,1 of 4,0 of 2,0%,0,0,0:00,1 of 4,1 of 4,0 of 0,0 of 0,1 of 4,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/2ae243f518948794
0,1,Luana Pinheiro,0,25 of 54,46%,25 of 54,0 of 0,---,0,0,0:00,25 of 54,17 of 42,4 of 7,4 of 5,24 of 52,1 of 2,0 of 0,http://www.ufcstats.com/fight-details/bd4d2522cb0d1a23
1,1,Amanda Ribas,0,18 of 69,26%,19 of 70,0 of 0,---,0,0,0:16,18 of 69,12 of 51,1 of 8,5 of 10,17 of 68,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/bd4d2522cb0d1a23
2,2,Luana Pinheiro,0,18 of 35,51%,18 of 36,0 of 2,0%,0,0,0:00,18 of 35,11 of 23,4 of 7,3 of 5,18 of 35,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/bd4d2522cb0d1a23
3,2,Amanda Ribas,0,40 of 98,40%,40 of 98,0 of 0,---,0,0,0:00,40 of 98,23 of 64,3 of 14,14 of 20,39 of 96,1 of 2,0 of 0,http://www.ufcstats.com/fight-details/bd4d2522cb0d1a23
4,3,Luana Pinheiro,0,12 of 27,44%,13 of 30,1 of 4,25%,0,0,1:11,12 of 27,8 of 21,3 of 4,1 of 2,9 of 22,3 of 4,0 of 1,http://www.ufcstats.com/fight-details/bd4d2522cb0d1a23
5,3,Amanda Ribas,1,29 of 57,50%,37 of 66,0 of 1,0%,0,0,0:14,29 of 57,22 of 43,4 of 7,3 of 7,25 of 48,1 of 3,3 of 6,http://www.ufcstats.com/fight-details/bd4d2522cb0d1a23
0,1,Uros Medic,0,14 of 25,56%,15 of 28,0 of 0,---,0,0,0:02,14 of 25,10 of 20,4 of 5,0 of 0,5 of 12,8 of 12,1 of 1,http://www.ufcstats.com/fight-details/b210b99d9c1c9196
1,1,Myktybek Orolbai,0,5 of 13,38%,6 of 14,5 of 8,62%,0,0,3:49,5 of 13,4 of 11,0 of 0,1 of 2,1 of 3,1 of 1,3 of 9,http://www.ufcstats.com/fight-details/b210b99d9c1c9196
2,2,Uros Medic,0,0 of 2,0%,2 of 4,0 of 0,---,0,0,0:00,0 of 2,0 of 0,0 of 2,0 of 0,0 of 2,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/b210b99d9c1c9196
3,2,Myktybek Orolbai,0,3 of 7,42%,10 of 17,2 of 2,100%,1,0,3:37,3 of 7,2 of 5,0 of 0,1 of 2,2 of 5,0 of 0,1 of 2,http://www.ufcstats.com/fight-details/b210b99d9c1c9196
0,1,Jonathan Pearce,0,12 of 14,85%,43 of 48,0 of 3,0%,0,1,2:28,12 of 14,4 of 4,2 of 4,6 of 6,3 of 4,7 of 8,2 of 2,http://www.ufcstats.com/fight-details/62b64802ea49e2fd
1,1,Joanderson Brito,0,8 of 19,42%,21 of 33,1 of 1,100%,0,0,1:58,8 of 19,4 of 14,3 of 4,1 of 1,4 of 12,2 of 3,2 of 4,http://www.ufcstats.com/fight-details/62b64802ea49e2fd
2,2,Jonathan Pearce,0,2 of 2,100%,38 of 48,1 of 1,100%,0,0,3:47,2 of 2,2 of 2,0 of 0,0 of 0,0 of 0,0 of 0,2 of 2,http://www.ufcstats.com/fight-details/62b64802ea49e2fd
3,2,Joanderson Brito,0,0 of 1,0%,12 of 14,0 of 0,---,1,0,0:00,0 of 1,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,0 of 1,http://www.ufcstats.com/fight-details/62b64802ea49e2fd
0,1,Chad Anheliger,0,10 of 23,43%,20 of 36,1 of 2,50%,0,1,1:13,10 of 23,5 of 13,4 of 9,1 of 1,7 of 19,2 of 3,1 of 1,http://www.ufcstats.com/fight-details/c1aef0f60a5b62e3
1,1,Jose Johnson,0,23 of 41,56%,42 of 63,1 of 1,100%,0,1,2:03,23 of 41,9 of 23,12 of 14,2 of 4,11 of 22,7 of 11,5 of 8,http://www.ufcstats.com/fight-details/c1aef0f60a5b62e3
2,2,Chad Anheliger,0,7 of 21,33%,8 of 23,2 of 5,40%,0,0,2:13,7 of 21,1 of 10,1 of 3,5 of 8,5 of 18,2 of 3,0 of 0,http://www.ufcstats.com/fight-details/c1aef0f60a5b62e3
3,2,Jose Johnson,0,13 of 34,38%,32 of 53,0 of 1,0%,0,0,1:05,13 of 34,8 of 26,2 of 2,3 of 6,4 of 18,3 of 5,6 of 11,http://www.ufcstats.com/fight-details/c1aef0f60a5b62e3
4,3,Chad Anheliger,0,9 of 27,33%,19 of 44,1 of 1,100%,0,0,2:52,9 of 27,8 of 26,1 of 1,0 of 0,7 of 17,0 of 0,2 of 10,http://www.ufcstats.com/fight-details/c1aef0f60a5b62e3
5,3,Jose Johnson,0,27 of 33,81%,67 of 82,0 of 0,---,1,1,1:12,27 of 33,25 of 29,1 of 2,1 of 2,10 of 13,0 of 1,17 of 19,http://www.ufcstats.com/fight-details/c1aef0f60a5b62e3
0,1,Christian Leroy Duncan,0,13 of 15,86%,38 of 51,0 of 1,0%,0,0,4:37,13 of 15,6 of 8,3 of 3,4 of 4,6 of 8,7 of 7,0 of 0,http://www.ufcstats.com/fight-details/16109688429c09de
1,1,Denis Tiuliulin,0,7 of 14,50%,12 of 21,0 of 0,---,0,0,0:00,7 of 14,4 of 11,2 of 2,1 of 1,5 of 11,2 of 3,0 of 0,http://www.ufcstats.com/fight-details/16109688429c09de
2,2,Christian Leroy Duncan,1,52 of 72,72%,52 of 72,0 of 1,0%,0,0,0:14,52 of 72,38 of 57,5 of 6,9 of 9,40 of 57,9 of 10,3 of 5,http://www.ufcstats.com/fight-details/16109688429c09de
3,2,Denis Tiuliulin,0,23 of 57,40%,25 of 60,0 of 0,---,0,0,0:00,23 of 57,15 of 46,4 of 6,4 of 5,21 of 55,2 of 2,0 of 0,http://www.ufcstats.com/fight-details/16109688429c09de
0,1,Mick Parkin,0,7 of 22,31%,11 of 30,2 of 4,50%,0,0,2:45,7 of 22,4 of 19,1 of 1,2 of 2,7 of 22,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/36f10b949b935b8c
1,1,Caio Machado,0,24 of 43,55%,34 of 54,0 of 1,0%,0,0,0:00,24 of 43,8 of 27,10 of 10,6 of 6,21 of 39,3 of 4,0 of 0,http://www.ufcstats.com/fight-details/36f10b949b935b8c
2,2,Mick Parkin,0,9 of 20,45%,35 of 53,1 of 3,33%,0,1,3:32,9 of 20,9 of 20,0 of 0,0 of 0,6 of 16,1 of 1,2 of 3,http://www.ufcstats.com/fight-details/36f10b949b935b8c
3,2,Caio Machado,0,17 of 21,80%,34 of 42,0 of 0,---,0,0,0:19,17 of 21,14 of 17,1 of 2,2 of 2,12 of 16,3 of 3,2 of 2,http://www.ufcstats.com/fight-details/36f10b949b935b8c
4,3,Mick Parkin,0,23 of 56,41%,23 of 56,0 of 3,0%,0,0,0:06,23 of 56,20 of 52,1 of 2,2 of 2,21 of 54,2 of 2,0 of 0,http://www.ufcstats.com/fight-details/36f10b949b935b8c
5,3,Caio Machado,0,35 of 68,51%,35 of 68,0 of 0,---,0,0,0:01,35 of 68,19 of 51,13 of 14,3 of 3,35 of 66,0 of 2,0 of 0,http://www.ufcstats.com/fight-details/36f10b949b935b8c
0,1,Jeka Saragih,1,4 of 9,44%,4 of 9,1 of 1,100%,0,0,0:05,4 of 9,3 of 6,1 of 2,0 of 1,2 of 6,0 of 0,2 of 3,http://www.ufcstats.com/fight-details/f0fe73e650b746f2
1,1,Lucas Alexander,0,11 of 16,68%,11 of 16,0 of 1,0%,0,0,0:00,11 of 16,6 of 10,2 of 3,3 of 3,11 of 16,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/f0fe73e650b746f2
0,1,Lucie Pudilova,0,2 of 10,20%,3 of 12,0 of 0,---,0,0,0:00,2 of 10,1 of 6,1 of 2,0 of 2,2 of 10,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/6997693d552600dd
1,1,Ailin Perez,0,12 of 26,46%,48 of 64,1 of 2,50%,0,0,3:49,12 of 26,7 of 16,3 of 4,2 of 6,6 of 16,0 of 0,6 of 10,http://www.ufcstats.com/fight-details/6997693d552600dd
2,2,Lucie Pudilova,0,2 of 8,25%,2 of 8,0 of 0,---,0,0,0:00,2 of 8,2 of 8,0 of 0,0 of 0,2 of 8,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/6997693d552600dd
3,2,Ailin Perez,0,25 of 37,67%,66 of 100,1 of 2,50%,0,0,4:26,25 of 37,22 of 34,0 of 0,3 of 3,4 of 6,0 of 0,21 of 31,http://www.ufcstats.com/fight-details/6997693d552600dd
4,3,Lucie Pudilova,0,16 of 24,66%,36 of 47,0 of 0,---,1,0,4:09,16 of 24,10 of 17,6 of 7,0 of 0,1 of 7,9 of 10,6 of 7,http://www.ufcstats.com/fight-details/6997693d552600dd
5,3,Ailin Perez,0,5 of 11,45%,9 of 16,0 of 4,0%,0,0,0:21,5 of 11,2 of 7,2 of 3,1 of 1,2 of 5,3 of 6,0 of 0,http://www.ufcstats.com/fight-details/6997693d552600dd
0,1,Trey Ogden,0,16 of 25,64%,35 of 49,1 of 4,25%,0,0,1:18,16 of 25,11 of 20,2 of 2,3 of 3,12 of 20,4 of 5,0 of 0,http://www.ufcstats.com/fight-details/6e5a3d6b6ed84ac3
1,1,Nikolas Motta,0,2 of 17,11%,2 of 17,0 of 0,---,0,0,0:00,2 of 17,0 of 15,1 of 1,1 of 1,2 of 17,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/6e5a3d6b6ed84ac3
2,2,Trey Ogden,0,41 of 56,73%,43 of 59,1 of 9,11%,0,0,0:23,41 of 56,37 of 52,4 of 4,0 of 0,31 of 43,9 of 12,1 of 1,http://www.ufcstats.com/fight-details/6e5a3d6b6ed84ac3
3,2,Nikolas Motta,0,12 of 58,20%,12 of 58,0 of 0,---,0,0,0:00,12 of 58,8 of 53,4 of 5,0 of 0,12 of 58,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/6e5a3d6b6ed84ac3
4,3,Trey Ogden,0,1 of 2,50%,18 of 20,1 of 3,33%,1,0,2:47,1 of 2,1 of 2,0 of 0,0 of 0,1 of 2,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/6e5a3d6b6ed84ac3
5,3,Nikolas Motta,0,0 of 5,0%,2 of 7,0 of 0,---,0,0,0:00,0 of 5,0 of 5,0 of 0,0 of 0,0 of 5,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/6e5a3d6b6ed84ac3
0,1,Charles Johnson,0,7 of 9,77%,34 of 41,0 of 0,---,0,0,0:20,7 of 9,0 of 2,1 of 1,6 of 6,1 of 2,6 of 7,0 of 0,http://www.ufcstats.com/fight-details/9abf0b60a44a82d1
1,1,Rafael Estevam,0,8 of 18,44%,17 of 37,2 of 4,50%,0,0,3:49,8 of 18,3 of 9,3 of 6,2 of 3,5 of 13,0 of 0,3 of 5,http://www.ufcstats.com/fight-details/9abf0b60a44a82d1
2,2,Charles Johnson,0,11 of 20,55%,20 of 32,0 of 0,---,0,1,0:07,11 of 20,8 of 15,3 of 5,0 of 0,8 of 13,2 of 4,1 of 3,http://www.ufcstats.com/fight-details/9abf0b60a44a82d1
3,2,Rafael Estevam,0,1 of 7,14%,8 of 20,1 of 7,14%,1,0,3:55,1 of 7,1 of 6,0 of 1,0 of 0,0 of 4,0 of 1,1 of 2,http://www.ufcstats.com/fight-details/9abf0b60a44a82d1
4,3,Charles Johnson,0,54 of 80,67%,62 of 88,0 of 0,---,0,0,0:16,54 of 80,30 of 52,23 of 27,1 of 1,44 of 65,10 of 15,0 of 0,http://www.ufcstats.com/fight-details/9abf0b60a44a82d1
5,3,Rafael Estevam,0,9 of 18,50%,10 of 20,0 of 11,0%,0,0,1:39,9 of 18,6 of 13,3 of 5,0 of 0,6 of 14,3 of 4,0 of 0,http://www.ufcstats.com/fight-details/9abf0b60a44a82d1
0,1,Jiri Prochazka,0,11 of 19,57%,23 of 33,1 of 2,50%,0,0,2:17,11 of 19,6 of 13,2 of 3,3 of 3,8 of 16,1 of 1,2 of 2,http://www.ufcstats.com/fight-details/b1f2ec122beda7a5
1,1,Alex Pereira,0,11 of 20,55%,17 of 26,0 of 0,---,1,0,0:00,11 of 20,4 of 9,1 of 3,6 of 8,8 of 17,3 of 3,0 of 0,http://www.ufcstats.com/fight-details/b1f2ec122beda7a5
2,2,Jiri Prochazka,0,19 of 34,55%,21 of 37,0 of 1,0%,0,0,0:28,19 of 34,12 of 24,5 of 7,2 of 3,18 of 33,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/b1f2ec122beda7a5
3,2,Alex Pereira,1,27 of 41,65%,32 of 46,0 of 0,---,0,0,0:08,27 of 41,17 of 29,4 of 5,6 of 7,14 of 26,1 of 1,12 of 14,http://www.ufcstats.com/fight-details/b1f2ec122beda7a5
0,1,Sergei Pavlovich,0,1 of 7,14%,1 of 7,0 of 0,---,0,0,0:00,1 of 7,1 of 7,0 of 0,0 of 0,1 of 7,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/db49619221b282af
1,1,Tom Aspinall,1,10 of 14,71%,10 of 14,0 of 0,---,0,0,0:02,10 of 14,7 of 10,0 of 1,3 of 3,7 of 11,0 of 0,3 of 3,http://www.ufcstats.com/fight-details/db49619221b282af
0,1,Jessica Andrade,1,27 of 50,54%,27 of 50,0 of 0,---,0,0,0:04,27 of 50,10 of 29,5 of 7,12 of 14,18 of 37,5 of 8,4 of 5,http://www.ufcstats.com/fight-details/6fd67582d8adb1c7
1,1,Mackenzie Dern,0,24 of 57,42%,25 of 58,0 of 3,0%,0,0,0:00,24 of 57,15 of 46,4 of 6,5 of 5,23 of 55,1 of 2,0 of 0,http://www.ufcstats.com/fight-details/6fd67582d8adb1c7
2,2,Jessica Andrade,3,26 of 57,45%,26 of 57,0 of 0,---,0,0,0:09,26 of 57,17 of 47,2 of 2,7 of 8,25 of 53,1 of 4,0 of 0,http://www.ufcstats.com/fight-details/6fd67582d8adb1c7
3,2,Mackenzie Dern,0,25 of 57,43%,25 of 57,0 of 1,0%,0,0,0:00,25 of 57,23 of 54,2 of 3,0 of 0,24 of 54,1 of 3,0 of 0,http://www.ufcstats.com/fight-details/6fd67582d8adb1c7
0,1,Matt Frevola,0,5 of 9,55%,7 of 12,2 of 2,100%,0,0,0:25,5 of 9,2 of 6,3 of 3,0 of 0,4 of 8,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/9fe98de1eac21f2e
1,1,Benoit Saint Denis,1,6 of 11,54%,10 of 15,0 of 0,---,0,1,0:19,6 of 11,3 of 7,1 of 2,2 of 2,4 of 9,0 of 0,2 of 2,http://www.ufcstats.com/fight-details/9fe98de1eac21f2e
0,1,Diego Lopes,1,13 of 18,72%,13 of 18,0 of 1,0%,0,0,0:02,13 of 18,11 of 15,2 of 2,0 of 1,4 of 8,3 of 3,6 of 7,http://www.ufcstats.com/fight-details/128ab9aa4802c73f
1,1,Pat Sabatini,0,7 of 12,58%,10 of 16,0 of 2,0%,0,0,0:00,7 of 12,3 of 7,3 of 4,1 of 1,5 of 10,1 of 1,1 of 1,http://www.ufcstats.com/fight-details/128ab9aa4802c73f
0,1,Steve Erceg,0,31 of 54,57%,31 of 54,0 of 0,---,1,0,0:49,31 of 54,18 of 38,6 of 9,7 of 7,26 of 49,3 of 3,2 of 2,http://www.ufcstats.com/fight-details/5704e73f91b9e7f7
1,1,Alessandro Costa,0,16 of 36,44%,16 of 36,0 of 1,0%,0,0,0:12,16 of 36,6 of 25,4 of 5,6 of 6,16 of 36,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/5704e73f91b9e7f7
2,2,Steve Erceg,0,24 of 45,53%,37 of 60,0 of 3,0%,0,1,2:06,24 of 45,15 of 35,8 of 9,1 of 1,12 of 30,9 of 11,3 of 4,http://www.ufcstats.com/fight-details/5704e73f91b9e7f7
3,2,Alessandro Costa,0,24 of 42,57%,33 of 51,1 of 3,33%,0,0,0:49,24 of 42,18 of 34,3 of 5,3 of 3,18 of 35,6 of 7,0 of 0,http://www.ufcstats.com/fight-details/5704e73f91b9e7f7
4,3,Steve Erceg,0,19 of 26,73%,36 of 48,1 of 5,20%,0,0,3:34,19 of 26,8 of 14,11 of 12,0 of 0,5 of 12,14 of 14,0 of 0,http://www.ufcstats.com/fight-details/5704e73f91b9e7f7
5,3,Alessandro Costa,0,14 of 19,73%,36 of 42,0 of 2,0%,0,0,0:13,14 of 19,7 of 11,7 of 7,0 of 1,1 of 5,13 of 14,0 of 0,http://www.ufcstats.com/fight-details/5704e73f91b9e7f7
0,1,Tabatha Ricci,0,22 of 61,36%,24 of 64,0 of 3,0%,0,0,0:51,22 of 61,17 of 50,3 of 3,2 of 8,20 of 59,2 of 2,0 of 0,http://www.ufcstats.com/fight-details/a0362d60d2e1db0d
1,1,Loopy Godinez,0,23 of 73,31%,23 of 73,0 of 0,---,0,0,0:00,23 of 73,18 of 67,5 of 6,0 of 0,19 of 69,4 of 4,0 of 0,http://www.ufcstats.com/fight-details/a0362d60d2e1db0d
2,2,Tabatha Ricci,0,31 of 90,34%,32 of 91,0 of 2,0%,0,0,0:08,31 of 90,24 of 80,3 of 5,4 of 5,29 of 88,0 of 0,2 of 2,http://www.ufcstats.com/fight-details/a0362d60d2e1db0d
3,2,Loopy Godinez,0,36 of 72,50%,38 of 75,0 of 0,---,0,0,0:00,36 of 72,29 of 63,6 of 8,1 of 1,32 of 67,2 of 3,2 of 2,http://www.ufcstats.com/fight-details/a0362d60d2e1db0d
4,3,Tabatha Ricci,0,31 of 73,42%,35 of 77,0 of 1,0%,0,0,0:23,31 of 73,27 of 67,2 of 3,2 of 3,29 of 71,2 of 2,0 of 0,http://www.ufcstats.com/fight-details/a0362d60d2e1db0d
5,3,Loopy Godinez,0,39 of 76,51%,40 of 77,0 of 1,0%,0,0,0:03,39 of 76,34 of 70,4 of 5,1 of 1,34 of 71,5 of 5,0 of 0,http://www.ufcstats.com/fight-details/a0362d60d2e1db0d
0,1,Mateusz Rebecki,0,10 of 16,62%,28 of 38,2 of 2,100%,1,0,2:14,10 of 16,7 of 11,0 of 1,3 of 4,3 of 9,0 of 0,7 of 7,http://www.ufcstats.com/fight-details/480c4dbd2e792d86
1,1,Roosevelt Roberts,0,2 of 7,28%,6 of 12,0 of 0,---,0,1,0:13,2 of 7,1 of 5,0 of 1,1 of 1,2 of 7,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/480c4dbd2e792d86
0,1,Nazim Sadykhov,0,23 of 68,33%,23 of 68,0 of 2,0%,0,0,0:02,23 of 68,12 of 52,8 of 11,3 of 5,22 of 67,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/83a0fff04494bfc4
1,1,Viacheslav Borshchev,0,58 of 79,73%,58 of 79,0 of 0,---,0,0,0:00,58 of 79,27 of 46,14 of 15,17 of 18,58 of 79,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/83a0fff04494bfc4
2,2,Nazim Sadykhov,1,39 of 77,50%,51 of 91,1 of 1,100%,0,0,2:06,39 of 77,35 of 72,3 of 4,1 of 1,19 of 53,2 of 2,18 of 22,http://www.ufcstats.com/fight-details/83a0fff04494bfc4
3,2,Viacheslav Borshchev,0,29 of 60,48%,30 of 61,0 of 0,---,0,0,0:10,29 of 60,16 of 46,7 of 7,6 of 7,27 of 58,2 of 2,0 of 0,http://www.ufcstats.com/fight-details/83a0fff04494bfc4
4,3,Nazim Sadykhov,0,29 of 62,46%,35 of 69,3 of 4,75%,0,0,1:24,29 of 62,18 of 48,8 of 11,3 of 3,25 of 55,2 of 5,2 of 2,http://www.ufcstats.com/fight-details/83a0fff04494bfc4
5,3,Viacheslav Borshchev,0,56 of 102,54%,56 of 102,0 of 0,---,0,0,0:00,56 of 102,44 of 86,9 of 12,3 of 4,56 of 102,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/83a0fff04494bfc4
0,1,Jared Gordon,1,36 of 66,54%,54 of 87,0 of 0,---,0,0,0:19,36 of 66,27 of 57,5 of 5,4 of 4,22 of 51,10 of 11,4 of 4,http://www.ufcstats.com/fight-details/4c025d1fff9e9fce
1,1,Mark Madsen,0,35 of 57,61%,46 of 69,0 of 0,---,0,0,1:04,35 of 57,23 of 44,12 of 13,0 of 0,16 of 37,19 of 20,0 of 0,http://www.ufcstats.com/fight-details/4c025d1fff9e9fce
0,1,John Castaneda,0,33 of 51,64%,33 of 51,0 of 0,---,0,0,0:00,33 of 51,6 of 18,10 of 13,17 of 20,33 of 51,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/57333b7bff20ece0
1,1,Kyung Ho Kang,0,18 of 40,45%,18 of 40,0 of 0,---,0,0,0:00,18 of 40,12 of 33,5 of 5,1 of 2,18 of 40,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/57333b7bff20ece0
2,2,John Castaneda,0,38 of 64,59%,39 of 65,1 of 3,33%,0,0,0:55,38 of 64,21 of 44,10 of 13,7 of 7,37 of 63,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/57333b7bff20ece0
3,2,Kyung Ho Kang,0,30 of 81,37%,30 of 82,0 of 0,---,0,0,0:00,30 of 81,18 of 67,6 of 8,6 of 6,28 of 79,2 of 2,0 of 0,http://www.ufcstats.com/fight-details/57333b7bff20ece0
4,3,John Castaneda,0,40 of 64,62%,47 of 71,2 of 5,40%,0,0,1:23,40 of 64,20 of 41,10 of 13,10 of 10,39 of 62,1 of 2,0 of 0,http://www.ufcstats.com/fight-details/57333b7bff20ece0
5,3,Kyung Ho Kang,0,40 of 81,49%,40 of 81,0 of 0,---,0,0,0:00,40 of 81,29 of 70,6 of 6,5 of 5,36 of 75,4 of 6,0 of 0,http://www.ufcstats.com/fight-details/57333b7bff20ece0
0,1,Joshua Van,0,20 of 42,47%,20 of 42,0 of 0,---,0,0,0:01,20 of 42,9 of 27,5 of 8,6 of 7,17 of 38,3 of 4,0 of 0,http://www.ufcstats.com/fight-details/8a0fc4624578a7e4
1,1,Kevin Borjas,0,23 of 58,39%,24 of 59,0 of 1,0%,0,0,0:13,23 of 58,14 of 45,1 of 3,8 of 10,23 of 57,0 of 1,0 of 0,http://www.ufcstats.com/fight-details/8a0fc4624578a7e4
2,2,Joshua Van,0,77 of 144,53%,77 of 144,0 of 0,---,0,0,0:00,77 of 144,46 of 110,27 of 30,4 of 4,77 of 143,0 of 1,0 of 0,http://www.ufcstats.com/fight-details/8a0fc4624578a7e4
